date,time_utc,currency,event_name,impact_level,actual_value,forecast_value,previous_value
2020-03-26,5:00am,GBP,Monetary Policy Summary,High,,,
2020-03-26,5:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-9-0
2020-03-26,5:00am,GBP,Official Bank Rate,High,0.10%,0.10%,0.10%
2020-03-30,11:00pm,GBP,Current Account,Medium,-5.6B,-7.0B,-19.9B
2020-04-03,1:30am,GBP,Final Services PMI,Medium,34.5,34.7,35.7
2020-04-08,11:00pm,GBP,GDP m/m,Medium,-0.1%,0.1%,0.1%
2020-04-16,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2020-04-20,11:00pm,GBP,Claimant Count Change,High,12.1K,170.0K,6.0K
2020-04-21,11:00pm,GBP,CPI y/y,Medium,1.5%,1.5%,1.7%
2020-04-23,1:30am,GBP,Flash Manufacturing PMI,High,32.9,42.0,47.8
2020-04-23,1:30am,GBP,Flash Services PMI,High,12.3,28.5,34.5
2020-04-23,2:30am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2020-04-23,11:00pm,GBP,Retail Sales m/m,High,-5.1%,-4.5%,-0.3%
2020-05-05,1:30am,GBP,Final Services PMI,Medium,13.4,12.3,12.3
2020-05-06,11:00pm,GBP,BOE Monetary Policy Report,High,,,
2020-05-06,11:00pm,GBP,Monetary Policy Summary,High,,,
2020-05-06,11:00pm,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2020-05-06,11:00pm,GBP,Official Bank Rate,High,0.10%,0.10%,0.10%
2020-05-07,2:00am,GBP,BOE Gov Bailey Speaks,High,,,
2020-05-12,11:00pm,GBP,Prelim GDP q/q,High,-2.0%,-2.6%,0.0%
2020-05-12,11:00pm,GBP,GDP m/m,Medium,-5.8%,-7.9%,-0.2%
2020-05-12,11:02pm,GBP,Manufacturing Production m/m,Medium,-4.6%,-6.0%,0.3%
2020-05-14,3:30am,GBP,BOE Gov Bailey Speaks,High,,,
2020-05-18,11:00pm,GBP,Claimant Count Change,High,856.5K,675.0K,5.4K
2020-05-19,11:00pm,GBP,CPI y/y,Medium,0.8%,0.9%,1.5%
2020-05-20,6:30am,GBP,BOE Gov Bailey Speaks,High,,,
2020-05-21,1:30am,GBP,Flash Manufacturing PMI,Medium,40.6,35.1,32.6
2020-05-21,1:30am,GBP,Flash Services PMI,Medium,27.8,24.1,13.4
2020-05-21,11:00pm,GBP,Retail Sales m/m,High,-18.1%,-15.8%,-5.2%
2020-05-28,3:00am,GBP,MPC Member Saunders Speaks,Medium,,,
2020-06-03,1:30am,GBP,Final Services PMI,High,29.0,27.9,27.8
2020-06-09,7:30am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2020-06-11,11:00pm,GBP,GDP m/m,High,-20.4%,-18.6%,-5.8%
2020-06-11,11:00pm,GBP,Manufacturing Production m/m,Medium,-24.3%,-15.0%,-4.6%
2020-06-15,11:00pm,GBP,Claimant Count Change,High,528.9K,405.3K,1032.7K
2020-06-16,11:00pm,GBP,CPI y/y,Medium,0.5%,0.5%,0.8%
2020-06-18,4:00am,GBP,Asset Purchase Facility,High,745B,745B,645B
2020-06-18,4:00am,GBP,Monetary Policy Summary,High,,,
2020-06-18,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2020-06-18,4:00am,GBP,Official Bank Rate,High,0.10%,0.10%,0.10%
2020-06-18,4:02am,GBP,MPC Asset Purchase Facility Votes,High,8-0-1,9-0-0,2-0-7
2020-06-18,4:20am,GBP,BOE Inflation Letter,Medium,,,
2020-06-18,6:30am,GBP,BOE Gov Bailey Speaks,High,,,
2020-06-18,11:00pm,GBP,Retail Sales m/m,Medium,12.0%,6.3%,-18.0%
2020-06-23,1:30am,GBP,Flash Manufacturing PMI,Medium,50.1,45.2,40.7
2020-06-23,1:30am,GBP,Flash Services PMI,Medium,47.0,39.1,29.0
2020-06-23,1:45am,GBP,BOE Gov Bailey Speaks,Medium,,,
2020-06-29,2:30am,GBP,BOE Gov Bailey Speaks,Medium,,,
2020-07-01,4:00am,GBP,MPC Member Haskel Speaks,Medium,,,
2020-07-03,1:30am,GBP,Final Services PMI,Medium,47.1,47.0,47.0
2020-07-13,8:30am,GBP,BOE Gov Bailey Speaks,High,,,
2020-07-13,11:00pm,GBP,GDP m/m,Medium,1.8%,5.5%,-20.3%
2020-07-14,11:00pm,GBP,CPI y/y,Medium,0.6%,0.4%,0.5%
2020-07-15,11:00pm,GBP,Claimant Count Change,Medium,-28.1K,250.0K,566.4K
2020-07-16,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2020-07-17,3:00am,GBP,BOE Gov Bailey Speaks,Medium,,,
2020-07-23,4:00am,GBP,MPC Member Haskel Speaks,Medium,,,
2020-07-23,11:00pm,GBP,Retail Sales m/m,Medium,13.9%,8.3%,12.3%
2020-07-24,1:30am,GBP,Flash Manufacturing PMI,Medium,53.6,52.0,50.1
2020-07-24,1:30am,GBP,Flash Services PMI,Medium,56.6,51.4,47.1
2020-08-05,11:00pm,GBP,BOE Monetary Policy Report,High,,,
2020-08-05,11:00pm,GBP,Monetary Policy Summary,High,,,
2020-08-05,11:00pm,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2020-08-05,11:00pm,GBP,Official Bank Rate,High,0.10%,0.10%,0.10%
2020-08-05,11:00pm,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,8-0-1
2020-08-06,2:00am,GBP,BOE Gov Bailey Speaks,High,,,
2020-08-10,11:00pm,GBP,Claimant Count Change,Medium,94.4K,9.7K,-68.5K
2020-08-11,11:00pm,GBP,GDP m/m,Medium,8.7%,8.1%,2.4%
2020-08-11,11:00pm,GBP,Prelim GDP q/q,Medium,-20.4%,-20.5%,-2.2%
2020-08-21,1:30am,GBP,Flash Manufacturing PMI,Medium,55.3,54.0,53.3
2020-08-21,1:30am,GBP,Flash Services PMI,Medium,60.1,57.0,56.5
2020-08-28,6:05am,GBP,BOE Gov Bailey Speaks,High,,,
2020-09-02,6:30am,GBP,BOE Gov Bailey Speaks,High,,,
2020-09-02,7:30am,GBP,MPC Member Broadbent Speaks,Medium,,,
2020-09-03,7:00am,GBP,BOE Gov Bailey Speaks,High,,,
2020-09-04,2:30am,GBP,MPC Member Saunders Speaks,Medium,,,
2020-09-14,11:00pm,GBP,Claimant Count Change,Medium,73.7K,99.5K,69.9K
2020-09-15,11:00pm,GBP,CPI y/y,Medium,0.2%,0.1%,1.0%
2020-09-17,4:00am,GBP,Monetary Policy Summary,High,,,
2020-09-17,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2020-09-17,4:00am,GBP,Official Bank Rate,High,0.10%,0.10%,0.10%
2020-09-17,4:00am,GBP,BOE Inflation Letter,Medium,,,
2020-09-17,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2020-09-17,11:00pm,GBP,Retail Sales m/m,Medium,0.8%,0.8%,3.7%
2020-09-22,12:30am,GBP,BOE Gov Bailey Speaks,High,,,
2020-09-23,1:30am,GBP,Flash Manufacturing PMI,Medium,54.3,54.3,55.2
2020-09-23,1:30am,GBP,Flash Services PMI,Medium,55.1,57.0,58.8
2020-09-24,7:00am,GBP,BOE Gov Bailey Speaks,Medium,,,
2020-09-24,11:00pm,GBP,Public Sector Net Borrowing,Medium,35.2B,40.6B,14.7B
2020-10-01,1:30am,GBP,Final Manufacturing PMI,Medium,54.1,54.3,54.3
2020-10-08,12:25am,GBP,BOE Gov Bailey Speaks,High,,,
2020-10-12,9:00am,GBP,BOE Gov Bailey Speaks,Medium,,,
2020-10-12,11:00pm,GBP,Claimant Count Change,Medium,28.1K,78.8K,39.5K
2020-10-13,7:00am,GBP,BOE Gov Bailey Speaks,High,,,
2020-10-20,11:00pm,GBP,CPI y/y,Medium,0.5%,0.4%,0.2%
2020-10-21,5:10am,GBP,MPC Member Ramsden Speaks,Medium,,,
2020-10-22,2:25am,GBP,BOE Gov Bailey Speaks,High,,,
2020-10-23,1:30am,GBP,Flash Manufacturing PMI,Medium,53.3,53.2,54.1
2020-10-23,1:30am,GBP,Flash Services PMI,Medium,52.3,53.4,56.1
2020-11-02,1:30am,GBP,Final Manufacturing PMI,Medium,53.7,53.3,53.3
2020-11-04,11:00pm,GBP,Asset Purchase Facility,High,875B,845B,745B
2020-11-04,11:00pm,GBP,BOE Monetary Policy Report,High,,,
2020-11-04,11:00pm,GBP,Monetary Policy Summary,High,,,
2020-11-04,11:00pm,GBP,MPC Asset Purchase Facility Votes,High,9-0-0,9-0-0,0-0-9
2020-11-04,11:00pm,GBP,MPC Official Bank Rate Votes,Medium,0-0-9,0-0-9,0-0-9
2020-11-04,11:00pm,GBP,Official Bank Rate,Medium,0.10%,0.10%,0.10%
2020-11-05,1:15am,GBP,BOE Gov Bailey Speaks,High,,,
2020-11-09,2:35am,GBP,BOE Gov Bailey Speaks,High,,,
2020-11-11,11:00pm,GBP,Prelim GDP q/q,Medium,15.5%,15.8%,-19.8%
2020-11-12,12:00am,GBP,BOE Gov Bailey Speaks,High,,,
2020-11-12,8:45am,GBP,BOE Gov Bailey Speaks,High,,,
2020-11-13,8:00am,GBP,BOE Gov Bailey Speaks,Medium,,,
2020-11-17,3:00am,GBP,BOE Gov Bailey Speaks,Medium,,,
2020-11-19,11:00pm,GBP,Retail Sales m/m,Medium,1.2%,-0.3%,1.4%
2020-11-23,1:30am,GBP,Flash Manufacturing PMI,Medium,55.2,50.5,53.7
2020-11-23,1:30am,GBP,Flash Services PMI,Medium,45.8,43.2,51.4
2020-11-23,7:30am,GBP,Monetary Policy Report Hearings,High,,,
2020-11-25,4:45am,GBP,Autumn Forecast Statement,Medium,,,
2020-12-01,1:30am,GBP,Final Manufacturing PMI,Medium,55.6,55.2,55.2
2020-12-04,1:30am,GBP,MPC Member Saunders Speaks,Medium,,,
2020-12-11,12:30am,GBP,BOE Gov Bailey Speaks,High,,,
2020-12-16,1:30am,GBP,Flash Manufacturing PMI,Medium,57.3,55.9,55.6
2020-12-16,1:30am,GBP,Flash Services PMI,Medium,49.9,50.5,47.6
2020-12-17,4:00am,GBP,Monetary Policy Summary,High,,,
2020-12-17,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2020-12-17,4:00am,GBP,Official Bank Rate,High,0.10%,0.10%,0.10%
2020-12-17,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,9-0-0
2020-12-17,11:00pm,GBP,Retail Sales m/m,Medium,-3.8%,-4.0%,1.3%
2021-01-04,1:30am,GBP,Final Manufacturing PMI,Medium,57.5,57.3,57.3
2021-01-06,6:30am,GBP,BOE Gov Bailey Speaks,High,,,
2021-01-12,2:00am,GBP,MPC Member Broadbent Speaks,Medium,,,
2021-01-18,5:30am,GBP,BOE Gov Bailey Speaks,Medium,,,
2021-01-20,9:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-01-21,11:00pm,GBP,Retail Sales m/m,Medium,0.3%,1.4%,-4.1%
2021-01-22,1:30am,GBP,Flash Manufacturing PMI,Medium,52.9,53.5,57.5
2021-01-22,1:30am,GBP,Flash Services PMI,Medium,38.8,45.2,49.4
2021-02-01,1:30am,GBP,Final Manufacturing PMI,Medium,54.1,52.9,52.9
2021-02-03,1:30am,GBP,Final Services PMI,Medium,39.5,38.8,38.8
2021-02-04,4:00am,GBP,Asset Purchase Facility,High,875B,875B,875B
2021-02-04,4:00am,GBP,BOE Monetary Policy Report,High,,,
2021-02-04,4:00am,GBP,Monetary Policy Summary,High,,,
2021-02-04,4:00am,GBP,MPC Asset Purchase Facility Votes,High,0-0-9,0-0-9,0-0-9
2021-02-04,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2021-02-04,4:00am,GBP,Official Bank Rate,High,0.10%,0.10%,0.10%
2021-02-04,5:13am,GBP,BOE Gov Bailey Speaks,High,,,
2021-02-05,4:15am,GBP,BOE Gov Bailey Speaks,High,,,
2021-02-05,5:30am,GBP,BOE Gov Bailey Speaks,Medium,,,
2021-02-10,9:00am,GBP,BOE Gov Bailey Speaks,Medium,,,
2021-02-11,11:00pm,GBP,Prelim GDP q/q,Medium,1.0%,0.5%,16.0%
2021-02-16,11:00pm,GBP,CPI y/y,High,0.7%,0.6%,0.6%
2021-02-18,11:00pm,GBP,Retail Sales m/m,High,-8.2%,-3.0%,0.4%
2021-02-19,1:30am,GBP,Flash Services PMI,High,49.7,42.1,39.5
2021-02-19,1:30am,GBP,Flash Manufacturing PMI,Medium,54.9,53.1,54.1
2021-02-22,11:00pm,GBP,Claimant Count Change,Medium,-20.0K,13.8K,-20.4K
2021-02-24,6:30am,GBP,Monetary Policy Report Hearings,High,,,
2021-03-01,1:30am,GBP,Final Manufacturing PMI,Medium,55.1,54.9,54.9
2021-03-03,4:35am,GBP,Annual Budget Release,High,,,
2021-03-03,8:00am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2021-03-08,2:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-03-18,5:00am,GBP,Monetary Policy Summary,High,,,
2021-03-18,5:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2021-03-18,5:00am,GBP,Official Bank Rate,High,0.10%,0.10%,0.10%
2021-03-18,5:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2021-03-23,4:50am,GBP,BOE Gov Bailey Speaks,Medium,,,
2021-03-24,12:00am,GBP,CPI y/y,Medium,0.4%,0.8%,0.7%
2021-03-24,2:30am,GBP,Flash Manufacturing PMI,Medium,57.9,55.0,55.1
2021-03-24,2:30am,GBP,Flash Services PMI,Medium,56.8,51.1,49.5
2021-03-25,2:30am,GBP,BOE Gov Bailey Speaks,Medium,,,
2021-03-26,12:00am,GBP,Retail Sales m/m,Medium,2.1%,2.2%,-8.2%
2021-03-26,5:00am,GBP,MPC Member Saunders Speaks,Medium,,,
2021-03-30,11:00pm,GBP,Final GDP q/q,Medium,1.3%,1.0%,1.0%
2021-04-19,11:02pm,GBP,Claimant Count Change,Medium,10.1K,24.5K,67.3K
2021-04-20,11:00pm,GBP,CPI y/y,Medium,0.7%,0.8%,0.4%
2021-04-21,3:30am,GBP,BOE Gov Bailey Speaks,Medium,,,
2021-04-22,11:00pm,GBP,Retail Sales m/m,Medium,5.4%,1.5%,2.2%
2021-04-23,1:30am,GBP,Flash Manufacturing PMI,Medium,60.7,59.0,58.9
2021-04-23,1:30am,GBP,Flash Services PMI,Medium,60.1,58.9,56.3
2021-05-06,1:30am,GBP,Final Services PMI,Medium,61.0,60.2,60.1
2021-05-06,4:00am,GBP,Asset Purchase Facility,High,875B,875B,875B
2021-05-06,4:00am,GBP,BOE Monetary Policy Report,High,,,
2021-05-06,4:00am,GBP,Monetary Policy Summary,High,,,
2021-05-06,4:00am,GBP,MPC Asset Purchase Facility Votes,High,0-1-8,0-0-9,0-0-9
2021-05-06,4:00am,GBP,BOE Inflation Letter,Medium,,,
2021-05-06,4:00am,GBP,MPC Official Bank Rate Votes,Medium,0-0-9,0-0-9,0-0-9
2021-05-06,4:00am,GBP,Official Bank Rate,Medium,0.10%,0.10%,0.10%
2021-05-06,5:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-05-07,4:15am,GBP,MPC Member Broadbent Speaks,Medium,,,
2021-05-11,7:30am,GBP,BOE Gov Bailey Speaks,High,,,
2021-05-11,11:00pm,GBP,Prelim GDP q/q,Medium,-1.5%,-1.6%,1.3%
2021-05-12,7:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-05-13,9:00am,GBP,BOE Gov Bailey Speaks,Medium,,,
2021-05-18,7:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-05-18,11:00pm,GBP,CPI y/y,Medium,1.5%,1.5%,0.7%
2021-05-20,11:00pm,GBP,Retail Sales m/m,Medium,9.2%,4.5%,5.1%
2021-05-21,1:30am,GBP,Flash Manufacturing PMI,Medium,66.1,60.7,60.9
2021-05-21,1:30am,GBP,Flash Services PMI,Medium,61.8,62.2,61.0
2021-05-24,7:30am,GBP,Monetary Policy Report Hearings,High,,,
2021-06-01,8:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-06-03,9:00am,GBP,BOE Gov Bailey Speaks,Medium,,,
2021-06-14,6:00am,GBP,BOE Gov Bailey Speaks,Medium,,,
2021-06-15,5:15am,GBP,BOE Gov Bailey Speaks,High,,,
2021-06-15,11:00pm,GBP,CPI y/y,Medium,2.1%,1.8%,1.5%
2021-06-17,11:00pm,GBP,Retail Sales m/m,Medium,-1.4%,1.5%,9.2%
2021-06-11,1:30am,GBP,BOE Gov Bailey Speaks,High,,,
2021-06-23,1:30am,GBP,Flash Manufacturing PMI,Medium,64.2,64.1,65.6
2021-06-23,1:30am,GBP,Flash Services PMI,Medium,61.7,62.9,62.9
2021-06-24,4:00am,GBP,Asset Purchase Facility,High,875B,875B,875B
2021-06-24,4:00am,GBP,Monetary Policy Summary,High,,,
2021-06-24,4:00am,GBP,MPC Asset Purchase Facility Votes,High,0-1-8,0-1-8,0-1-8
2021-06-24,4:00am,GBP,MPC Official Bank Rate Votes,Medium,0-0-9,0-0-9,0-0-9
2021-06-24,4:00am,GBP,Official Bank Rate,Medium,0.10%,0.10%,0.10%
2021-07-01,1:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-07-01,1:30am,GBP,Final Manufacturing PMI,Medium,63.9,64.2,64.2
2021-07-01,2:00am,GBP,BOE Gov Bailey Speaks,Medium,,,
2021-07-09,3:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-07-13,12:30am,GBP,BOE Gov Bailey Speaks,High,,,
2021-07-13,11:00pm,GBP,CPI y/y,Medium,2.5%,2.2%,2.1%
2021-07-15,3:00am,GBP,MPC Member Saunders Speaks,Medium,,,
2021-07-19,3:00am,GBP,MPC Member Haskel Speaks,Medium,,,
2021-07-22,1:30am,GBP,MPC Member Broadbent Speaks,Medium,,,
2021-07-22,11:00pm,GBP,Retail Sales m/m,Medium,0.5%,-0.2%,-1.3%
2021-07-23,1:30am,GBP,Flash Manufacturing PMI,Medium,60.4,62.3,63.9
2021-07-23,1:30am,GBP,Flash Services PMI,Medium,57.8,62.1,62.4
2021-07-26,4:00am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2021-08-11,11:00pm,GBP,Prelim GDP q/q,Medium,4.8%,4.8%,-1.6%
2021-08-05,4:00am,GBP,Asset Purchase Facility,High,875B,875B,875B
2021-08-05,4:00am,GBP,BOE Monetary Policy Report,High,,,
2021-08-05,4:00am,GBP,Monetary Policy Summary,High,,,
2021-08-05,4:00am,GBP,MPC Asset Purchase Facility Votes,High,0-1-7,0-1-7,0-1-8
2021-08-05,4:00am,GBP,MPC Official Bank Rate Votes,Medium,0-0-8,0-0-8,0-0-9
2021-08-05,4:00am,GBP,Official Bank Rate,Medium,0.10%,0.10%,0.10%
2021-08-05,5:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-08-06,4:15am,GBP,MPC Member Broadbent Speaks,High,,,
2021-08-17,11:00pm,GBP,CPI y/y,High,2.0%,2.3%,2.5%
2021-08-19,11:00pm,GBP,Retail Sales m/m,Medium,-2.5%,0.2%,0.2%
2021-08-23,1:30am,GBP,Flash Manufacturing PMI,Medium,60.1,59.5,60.4
2021-08-23,1:30am,GBP,Flash Services PMI,Medium,55.5,59.0,59.6
2021-09-07,12:30am,GBP,MPC Member Saunders Speaks,Medium,,,
2021-09-08,8:00am,GBP,Monetary Policy Report Hearings,High,,,
2021-09-14,11:00pm,GBP,CPI y/y,High,3.2%,2.9%,2.0%
2021-09-16,11:00pm,GBP,Retail Sales m/m,Medium,-0.9%,0.5%,-2.8%
2021-09-23,1:30am,GBP,Flash Manufacturing PMI,Medium,56.3,59.0,60.3
2021-09-23,1:30am,GBP,Flash Services PMI,Medium,54.6,55.0,55.0
2021-09-23,4:00am,GBP,Asset Purchase Facility,High,875B,875B,875B
2021-09-23,4:00am,GBP,Monetary Policy Summary,High,,,
2021-09-23,4:00am,GBP,MPC Asset Purchase Facility Votes,High,0-2-7,0-1-8,0-1-7
2021-09-23,4:00am,GBP,BOE Inflation Letter,Medium,,,
2021-09-23,4:00am,GBP,MPC Official Bank Rate Votes,Medium,0-0-9,0-0-9,0-0-8
2021-09-23,4:00am,GBP,Official Bank Rate,Medium,0.10%,0.10%,0.10%
2021-09-27,8:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-09-29,8:45am,GBP,BOE Gov Bailey Speaks,High,,,
2021-10-17,6:05am,GBP,BOE Gov Bailey Speaks,High,,,
2021-10-19,5:05am,GBP,BOE Gov Bailey Speaks,Medium,,,
2021-10-19,11:00pm,GBP,CPI y/y,High,3.1%,3.2%,3.2%
2021-10-21,11:00pm,GBP,Retail Sales m/m,Medium,-0.2%,0.6%,-0.6%
2021-10-22,1:30am,GBP,Flash Manufacturing PMI,Medium,57.7,56.1,57.1
2021-10-22,1:30am,GBP,Flash Services PMI,Medium,58.0,54.5,55.4
2021-11-03,9:00am,GBP,BOE Gov Bailey Speaks,Medium,,,
2021-11-04,5:00am,GBP,Asset Purchase Facility,High,875B,875B,875B
2021-11-04,5:00am,GBP,BOE Monetary Policy Report,High,,,
2021-11-04,5:00am,GBP,Monetary Policy Summary,High,,,
2021-11-04,5:00am,GBP,MPC Asset Purchase Facility Votes,High,0-3-6,0-2-7,0-2-7
2021-11-04,5:00am,GBP,MPC Official Bank Rate Votes,High,2-0-7,0-0-9,0-0-9
2021-11-04,5:00am,GBP,Official Bank Rate,High,0.10%,0.10%,0.10%
2021-11-04,5:30am,GBP,BOE Gov Bailey Speaks,High,,,
2021-10-27,4:34am,GBP,Annual Budget Release,High,,,
2021-10-27,4:34am,GBP,Autumn Forecast Statement,Medium,,,
2021-11-08,9:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-11-09,7:30am,GBP,MPC Member Broadbent Speaks,Medium,,,
2021-11-09,8:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-11-10,11:00pm,GBP,Prelim GDP q/q,Medium,1.3%,1.5%,5.5%
2021-11-15,6:30am,GBP,Monetary Policy Report Hearings,High,,,
2021-11-16,11:00pm,GBP,CPI y/y,High,4.2%,3.9%,3.1%
2021-11-18,11:00pm,GBP,Retail Sales m/m,Medium,0.8%,0.5%,0.0%
2021-11-23,1:30am,GBP,Flash Manufacturing PMI,Medium,58.2,57.2,57.8
2021-11-23,1:30am,GBP,Flash Services PMI,Medium,58.6,58.6,59.1
2021-11-23,3:00am,GBP,MPC Member Haskel Speaks,Medium,,,
2021-11-25,9:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-12-01,6:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-12-03,3:00am,GBP,MPC Member Saunders Speaks,High,,,
2021-12-06,3:30am,GBP,MPC Member Broadbent Speaks,High,,,
2021-12-13,9:00am,GBP,Bank Stress Test Results,High,,,
2021-12-13,10:00am,GBP,BOE Gov Bailey Speaks,High,,,
2021-12-14,11:00pm,GBP,CPI y/y,High,5.1%,4.8%,4.2%
2021-12-16,1:30am,GBP,Flash Manufacturing PMI,Medium,57.6,57.5,58.1
2021-12-16,1:30am,GBP,Flash Services PMI,Medium,53.2,57.1,58.5
2021-12-16,4:00am,GBP,Asset Purchase Facility,High,875B,875B,875B
2021-12-16,4:00am,GBP,Monetary Policy Summary,High,,,
2021-12-16,4:00am,GBP,MPC Asset Purchase Facility Votes,High,0-0-9,0-3-6,0-3-6
2021-12-16,4:00am,GBP,MPC Official Bank Rate Votes,High,8-0-1,2-0-7,2-0-7
2021-12-16,4:00am,GBP,Official Bank Rate,High,0.25%,0.10%,0.10%
2021-12-16,4:00am,GBP,BOE Inflation Letter,Medium,,,
2021-12-16,11:00pm,GBP,Retail Sales m/m,Medium,1.4%,0.8%,1.1%
2022-01-18,11:00pm,GBP,CPI y/y,High,5.4%,5.2%,5.1%
2022-01-19,6:15am,GBP,BOE Gov Bailey Speaks,High,,,
2022-01-20,11:00pm,GBP,Retail Sales m/m,Medium,-3.7%,-0.6%,1.0%
2022-01-24,1:30am,GBP,Flash Manufacturing PMI,Medium,56.9,57.7,57.9
2022-01-24,1:30am,GBP,Flash Services PMI,Medium,53.3,53.9,53.6
2022-02-03,4:00am,GBP,Asset Purchase Facility,High,,875B,875B
2022-02-03,4:00am,GBP,BOE Monetary Policy Report,High,,,
2022-02-03,4:00am,GBP,Monetary Policy Summary,High,,,
2022-02-03,4:00am,GBP,MPC Asset Purchase Facility Votes,High,,0-0-9,0-0-9
2022-02-03,4:00am,GBP,MPC Official Bank Rate Votes,High,9-0-0,7-0-2,8-0-1
2022-02-03,4:00am,GBP,Official Bank Rate,High,0.50%,0.50%,0.25%
2022-02-03,4:30am,GBP,BOE Gov Bailey Speaks,High,,,
2022-02-04,4:15am,GBP,MPC Member Broadbent Speaks,Medium,,,
2022-02-10,9:00am,GBP,BOE Gov Bailey Speaks,High,,,
2022-02-10,11:00pm,GBP,Prelim GDP q/q,Medium,1.0%,1.1%,1.1%
2022-02-21,1:30am,GBP,Flash Manufacturing PMI,Medium,57.3,57.2,57.3
2022-02-21,1:30am,GBP,Flash Services PMI,Medium,60.8,55.6,54.1
2022-02-23,1:30am,GBP,Monetary Policy Report Hearings,High,,,
2022-02-23,7:00am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2022-02-24,5:15am,GBP,BOE Gov Bailey Speaks,Medium,,,
2022-02-24,10:00am,GBP,MPC Member Pill Speaks,Medium,,,
2022-03-01,10:30am,GBP,MPC Member Saunders Speaks,Medium,,,
2022-02-15,11:00pm,GBP,CPI y/y,High,5.5%,5.4%,5.4%
2022-02-17,11:00pm,GBP,Retail Sales m/m,Medium,1.9%,1.1%,-4.0%
2022-03-17,5:00am,GBP,Monetary Policy Summary,High,,,
2022-03-17,5:00am,GBP,MPC Official Bank Rate Votes,High,8-0-1,9-0-0,9-0-0
2022-03-17,5:00am,GBP,Official Bank Rate,High,0.75%,0.75%,0.50%
2022-03-17,5:00am,GBP,BOE Inflation Letter,Medium,,,
2022-03-23,12:00am,GBP,CPI y/y,High,6.2%,6.0%,5.5%
2022-03-23,5:00am,GBP,BOE Gov Bailey Speaks,High,,,
2022-03-23,5:43am,GBP,Annual Budget Release,High,,,
2022-03-24,2:30am,GBP,Flash Manufacturing PMI,Medium,55.5,57.0,58.0
2022-03-24,2:30am,GBP,Flash Services PMI,Medium,61.0,58.0,60.5
2022-03-25,12:00am,GBP,Retail Sales m/m,Medium,-0.3%,0.6%,1.9%
2022-03-28,4:00am,GBP,BOE Gov Bailey Speaks,High,,,
2022-03-30,1:10am,GBP,MPC Member Broadbent Speaks,Medium,,,
2022-04-04,2:05am,GBP,BOE Gov Bailey Speaks,Medium,,,
2022-04-12,11:00pm,GBP,CPI y/y,High,7.0%,6.7%,6.2%
2022-04-21,9:30am,GBP,BOE Gov Bailey Speaks,High,,,
2022-04-21,11:00pm,GBP,Retail Sales m/m,Medium,-1.4%,-0.3%,-0.5%
2022-04-22,1:30am,GBP,Flash Manufacturing PMI,Medium,55.3,53.9,55.2
2022-04-22,1:30am,GBP,Flash Services PMI,Medium,58.3,59.9,62.6
2022-04-22,7:30am,GBP,BOE Gov Bailey Speaks,High,,,
2022-05-05,4:00am,GBP,BOE Monetary Policy Report,High,,,
2022-05-05,4:00am,GBP,Monetary Policy Summary,High,,,
2022-05-05,4:00am,GBP,MPC Official Bank Rate Votes,High,9-0-0,8-0-1,8-0-1
2022-05-05,4:00am,GBP,Official Bank Rate,High,1.00%,1.00%,0.75%
