datetime_utc,open,high,low,close,volume,session,date
2024-01-03 04:00:00,179.348,180.118,179.311,180.057,19304.809999999998,asian_early_london,2024-01-03
2024-01-03 08:00:00,180.058,180.544,179.984,180.476,36847.49,london,2024-01-03
2024-01-03 12:00:00,180.473,181.455,180.348,181.328,64654.15,london_ny_overlap,2024-01-03
2024-01-03 16:00:00,181.328,181.747,181.261,181.388,47954.08,ny,2024-01-03
2024-01-03 20:00:00,181.394,181.5,181.152,181.213,17709.09,late_ny_early_sydney,2024-01-03
2024-01-04 00:00:00,181.211,181.673,181.005,181.659,21224.809999999998,late_sydney_early_asian,2024-01-04
2024-01-04 04:00:00,181.66,182.255,181.646,181.98,30495.289999999997,asian_early_london,2024-01-04
2024-01-04 08:00:00,181.978,183.34,181.83,183.058,45396.99,london,2024-01-04
2024-01-04 12:00:00,183.059,183.774,182.828,183.704,54320.3,london_ny_overlap,2024-01-04
2024-01-04 16:00:00,183.704,183.704,183.216,183.362,26900.27,ny,2024-01-04
2024-01-04 20:00:00,183.361,183.616,183.193,183.583,10493.35,late_ny_early_sydney,2024-01-04
2024-01-05 00:00:00,183.583,183.879,183.499,183.78,19750.48,late_sydney_early_asian,2024-01-05
2024-01-05 04:00:00,183.772,184.124,183.389,183.933,28123.43,asian_early_london,2024-01-05
2024-01-05 08:00:00,183.935,183.946,183.642,183.809,32016.95,london,2024-01-05
2024-01-05 12:00:00,183.811,184.298,183.547,183.783,94249.44,london_ny_overlap,2024-01-05
2024-01-05 16:00:00,183.784,184.297,183.73,184.05,44662.15,ny,2024-01-05
2024-01-05 20:00:00,184.05,184.146,183.881,183.95,8603.37,late_ny_early_sydney,2024-01-05
2024-01-07 20:00:00,183.613,184.22,183.613,184.036,4004.29,late_ny_early_sydney,2024-01-07
2024-01-08 00:00:00,184.038,184.136,183.437,183.52,16588.09,late_sydney_early_asian,2024-01-08
2024-01-08 04:00:00,183.518,183.638,183.231,183.521,20506.55,asian_early_london,2024-01-08
2024-01-08 08:00:00,183.52,183.679,183.015,183.58,37128.15,london,2024-01-08
2024-01-08 12:00:00,183.581,183.997,183.305,183.511,46777.88,london_ny_overlap,2024-01-08
2024-01-08 16:00:00,183.512,183.877,183.284,183.857,27455.96,ny,2024-01-08
2024-01-08 20:00:00,183.858,183.914,183.66,183.756,12203.43,late_ny_early_sydney,2024-01-08
2024-01-09 00:00:00,183.754,183.825,183.026,183.207,25970.03,late_sydney_early_asian,2024-01-09
2024-01-09 04:00:00,183.206,183.775,183.009,183.636,20896.010000000002,asian_early_london,2024-01-09
2024-01-09 08:00:00,183.633,183.759,183.063,183.157,38190.89,london,2024-01-09
